id,x,y,macro_node,macro_link_id,in_out,layer_id,split
356,11284.677858713858,-14758.29063098272,53396701600,5339670160001662,out,0,
357,11284.84484523773,-14758.338267003253,53396701600,5339670160001662,in,0,
358,11285.08574230321,-14758.985163876552,53396701600,5339670160010772,out,0,
359,11284.990586196891,-14759.130418842171,53396701600,5339670160010772,in,0,
360,11314.911758507558,-14652.93967841033,53396701662,5339670160001662,out,0,
361,11314.744771983685,-14652.892042389796,53396701662,5339670160001662,in,0,
362,11314.463389488705,-14652.44909879577,53396701662,5339670166280391,out,0,
363,11314.491231035365,-14652.277697109996,53396701662,5339670166280391,in,0,
364,11314.875881511833,-14651.95005568012,53396701662,5339670166280395,out,0,
365,11315.049529543572,-14651.949830557636,53396701662,5339670166280395,in,0,
366,9620.771914349478,-14392.436344295202,53396710578,5339671057810579,out,0,
367,9620.611151231937,-14392.501986580703,53396710578,5339671057810579,in,0,
368,9620.262858616317,-14391.576061981332,53396710578,5339671057812328,out,0,
369,9620.42702919621,-14391.51947832375,53396710578,5339671057812328,in,0,
370,9620.803026586034,-14391.61153368027,53396710578,5339671057879441,out,0,
371,9620.922489015782,-14391.737559143912,53396710578,5339671057879441,in,0,
372,9627.029640009016,-14408.221370173702,53396710579,5339671057810579,out,0,
373,9627.190403126557,-14408.155727888201,53396710579,5339671057810579,in,0,
374,9627.515542346817,-14409.093716265472,53396710579,5339671057910586,out,0,
375,9627.348642032473,-14409.141653460625,53396710579,5339671057910586,in,0,
376,9627.793484619819,-14408.696065702912,53396710579,5339671057979451,out,0,
377,9627.74582683782,-14408.863046017386,53396710579,5339671057979451,in,0,
378,9656.537912813572,-14510.768343406371,53396710586,5339671057910586,out,0,
379,9656.704813127915,-14510.720406211218,53396710586,5339671057910586,in,0,
380,9656.876066960589,-14511.703332724574,53396710586,5339671058613131,out,0,
381,9656.702788903936,-14511.714664303874,53396710586,5339671058613131,in,0,
382,9895.700734155176,-14766.950143451364,53396710605,5339671060510607,out,0,
383,9895.686476807448,-14767.123205340995,53396710605,5339671060510607,in,0,
384,9894.706041248024,-14767.05252219727,53396710605,5339671060514005,out,0,
