node_id,x_coord,y_coord,macro_node_id,macro_link_id,in_out,layer_id,split,node_type,modes,geometry,name,osm_node_id,ctrl_type,is_boundary,activity_type,poi_id,zone_id,notes,parent_node_id
1890,139.65273365670575,35.70792502642208,2705,4416,in,0,,intersection_in,vehicle,POINT (139.65273365670575 35.70792502642208),,1235235612,,0.0,residential,,,,2705.0
1891,139.6527264012674,35.70792975019789,2705,22282,out,0,,intersection_out,vehicle,POINT (139.6527264012674 35.70792975019789),,1235235612,,0.0,residential,,,,2705.0
1892,139.6527265440946,35.707928189146465,2705,22282,in,0,,intersection_in,vehicle,POINT (139.6527265440946 35.707928189146465),,1235235612,,0.0,residential,,,,2705.0
1893,139.65283674433488,35.707383305829325,2706,4418,out,0,,intersection_out,vehicle,POINT (139.65283674433488 35.707383305829325),,1235235560,,0.0,residential,,,,2706.0
1894,139.65283844055787,35.70737454996641,2706,4419,in,0,,intersection_in,vehicle,POINT (139.65283844055787 35.70737454996641),,1235235560,,0.0,residential,,,,2706.0
1895,139.65283108638116,35.70737910553217,2706,5216,out,0,,intersection_out,vehicle,POINT (139.65283108638116 35.70737910553217),,1235235560,,0.0,residential,,,,2706.0
1896,139.65284196434038,35.707379883319646,2706,5217,in,0,,intersection_in,vehicle,POINT (139.65284196434038 35.707379883319646),,1235235560,,0.0,residential,,,,2706.0
1897,139.65287195264952,35.7072104071625,2707,4419,out,0,,intersection_out,vehicle,POINT (139.65287195264952 35.7072104071625),,1242551918,,0.0,residential,,,,2707.0
1898,139.65287377260913,35.707201659291734,2707,4420,in,0,,intersection_in,vehicle,POINT (139.65287377260913 35.707201659291734),,1242551918,,0.0,residential,,,,2707.0
1899,139.65286637380117,35.70720592957607,2707,9300,out,0,,intersection_out,vehicle,POINT (139.65286637380117 35.70720592957607),,1242551918,,0.0,residential,,,,2707.0
1900,139.65286669466943,35.707204386215274,2707,9300,in,0,,intersection_in,vehicle,POINT (139.65286669466943 35.707204386215274),,1242551918,,0.0,residential,,,,2707.0
1901,139.65379395900757,35.70706889869227,2708,4421,out,0,,intersection_out,vehicle,POINT (139.65379395900757 35.70706889869227),,1235235624,,0.0,residential,,,,2708.0
1902,139.6537939238739,35.70707046382256,2708,4421,in,0,,intersection_in,vehicle,POINT (139.6537939238739 35.70707046382256),,1235235624,,0.0,residential,,,,2708.0
1903,139.65378304589964,35.70707032626324,2708,4426,out,0,,intersection_out,vehicle,POINT (139.65378304589964 35.70707032626324),,1235235624,,0.0,residential,,,,2708.0
1904,139.65378307027265,35.7070687609969,2708,4426,in,0,,intersection_in,vehicle,POINT (139.65378307027265 35.7070687609969),,1235235624,,0.0,residential,,,,2708.0
1905,139.65378950694043,35.70707403191459,2708,8732,out,0,,intersection_out,vehicle,POINT (139.65378950694043 35.70707403191459),,1235235624,,0.0,residential,,,,2708.0
1906,139.6537875877457,35.707074045531954,2708,8732,in,0,,intersection_in,vehicle,POINT (139.6537875877457 35.707074045531954),,1235235624,,0.0,residential,,,,2708.0
1907,139.65433224099579,35.70707850133248,2709,4421,out,0,,intersection_out,vehicle,POINT (139.65433224099579 35.70707850133248),,3335604301,,0.0,residential,,,,2709.0
1908,139.65433227611894,35.70707693620184,2709,4421,in,0,,intersection_in,vehicle,POINT (139.65433227611894 35.70707693620184),,3335604301,,0.0,residential,,,,2709.0
1909,139.65434315676455,35.70707708716724,2709,4424,out,0,,intersection_out,vehicle,POINT (139.65434315676455 35.70707708716724),,3335604301,,0.0,residential,,,,2709.0
1910,139.65434312659912,35.7070786523667,2709,4424,in,0,,intersection_in,vehicle,POINT (139.65434312659912 35.7070786523667),,3335604301,,0.0,residential,,,,2709.0
1911,139.65337759269158,35.70706577344694,2710,4422,out,0,,intersection_out,vehicle,POINT (139.65337759269158 35.70706577344694),,1235235603,,0.0,residential,,,,2710.0
1912,139.65337776822264,35.70706421461511,2710,4422,in,0,,intersection_in,vehicle,POINT (139.65337776822264 35.70706421461511),,1235235603,,0.0,residential,,,,2710.0
1913,139.65338855410306,35.70706467375498,2710,4426,out,0,,intersection_out,vehicle,POINT (139.65338855410306 35.70706467375498),,1235235603,,0.0,residential,,,,2710.0
1914,139.65338852972232,35.70706623902107,2710,4426,in,0,,intersection_in,vehicle,POINT (139.65338852972232 35.70706623902107),,1235235603,,0.0,residential,,,,2710.0
1915,139.65338400403624,35.70706984664813,2710,8747,out,0,,intersection_out,vehicle,POINT (139.65338400403624 35.70706984664813),,1235235603,,0.0,residential,,,,2710.0
1916,139.65338208486918,35.70706983067096,2710,8747,in,0,,intersection_in,vehicle,POINT (139.65338208486918 35.70706983067096),,1235235603,,0.0,residential,,,,2710.0
1917,139.65441804323592,35.70707961283641,2711,4424,out,0,,intersection_out,vehicle,POINT (139.65441804323592 35.70707961283641),,895741368,,0.0,primary,,,,2711.0
1918,139.65441807339997,35.70707804763691,2711,4424,in,0,,intersection_in,vehicle,POINT (139.65441807339997 35.70707804763691),,895741368,,0.0,primary,,,,2711.0
1919,139.65442505321468,35.70707457431962,2711,16960,in,0,,intersection_in,vehicle,POINT (139.65442505321468 35.70707457431962),,895741368,,0.0,primary,,,,2711.0
1920,139.65442388860012,35.70708339621157,2711,16963,out,0,,intersection_out,vehicle,POINT (139.65442388860012 35.70708339621157),,895741368,,0.0,primary,,,,2711.0
1921,139.65151268306877,35.70942009265737,2718,4438,out,0,,intersection_out,vehicle,POINT (139.65151268306877 35.70942009265737),,6084482873,,0.0,residential,,,,2718.0
1922,139.65151082834785,35.709428841001255,2718,4440,in,0,,intersection_in,vehicle,POINT (139.65151082834785 35.709428841001255),,6084482873,,0.0,residential,,,,2718.0
1923,139.6516970583146,35.708539649714055,2719,4439,in,0,,intersection_in,vehicle,POINT (139.6516970583146 35.708539649714055),,926617408,,0.0,residential,,,,2719.0
1924,139.65169337511358,35.708535505756295,2719,5227,out,0,,intersection_out,vehicle,POINT (139.65169337511358 35.708535505756295),,926617408,,0.0,residential,,,,2719.0
1925,139.65169366395662,35.708533958193314,2719,5227,in,0,,intersection_in,vehicle,POINT (139.65169366395662 35.708533958193314),,926617408,,0.0,residential,,,,2719.0
1926,139.65169770430927,35.708530999397844,2719,5231,out,0,,intersection_out,vehicle,POINT (139.65169770430927 35.708530999397844),,926617408,,0.0,residential,,,,2719.0
1927,139.65170442425398,35.70853527417004,2719,5235,out,0,,intersection_out,vehicle,POINT (139.65170442425398 35.70853527417004),,926617408,,0.0,residential,,,,2719.0
1928,139.65170414386697,35.70853682276719,2719,5235,in,0,,intersection_in,vehicle,POINT (139.65170414386697 35.70853682276719),,926617408,,0.0,residential,,,,2719.0
1929,139.65150218031377,35.70946969266486,2720,4440,out,0,,intersection_out,vehicle,POINT (139.65150218031377 35.70946969266486),,688160374,,0.0,primary,,,,2720.0
1930,139.65150743156454,35.70947565272803,2720,20284,in,0,,intersection_in,vehicle,POINT (139.65150743156454 35.70947565272803),,688160374,,0.0,primary,,,,2720.0
1931,139.6514966986566,35.70947462934513,2720,20288,out,0,,intersection_out,vehicle,POINT (139.6514966986566 35.70947462934513),,688160374,,0.0,primary,,,,2720.0
1932,139.64975148997428,35.708596948919904,2721,4441,out,0,,intersection_out,vehicle,POINT (139.64975148997428 35.708596948919904),,895751909,,0.0,residential,,,,2721.0
1933,139.6497512864788,35.70859539235294,2721,4441,in,0,,intersection_in,vehicle,POINT (139.6497512864788 35.70859539235294),,895751909,,0.0,residential,,,,2721.0
1934,139.64975812328714,35.708600076239506,2721,18780,out,0,,intersection_out,vehicle,POINT (139.64975812328714 35.708600076239506),,895751909,,0.0,residential,,,,2721.0
1935,139.6497572427614,35.70859120712697,2721,18781,in,0,,intersection_in,vehicle,POINT (139.6497572427614 35.70859120712697),,895751909,,0.0,residential,,,,2721.0
1936,139.64893761004205,35.70866615111664,2722,4441,out,0,,intersection_out,vehicle,POINT (139.64893761004205 35.70866615111664),,895751911,,0.0,residential,,,,2722.0
1937,139.6489378135218,35.70866770768462,2722,4441,in,0,,intersection_in,vehicle,POINT (139.6489378135218 35.70866770768462),,895751911,,0.0,residential,,,,2722.0
1938,139.64893067521584,35.7086630918445,2722,4444,out,0,,intersection_out,vehicle,POINT (139.64893067521584 35.7086630918445),,895751911,,0.0,residential,,,,2722.0
1939,139.64893257981058,35.70866289841996,2722,4444,in,0,,intersection_in,vehicle,POINT (139.64893257981058 35.70866289841996),,895751911,,0.0,residential,,,,2722.0
1940,139.6489339376344,35.70867170491772,2722,18234,out,0,,intersection_out,vehicle,POINT (139.6489339376344 35.70867170491772),,895751911,,0.0,residential,,,,2722.0
1941,139.64893203362226,35.70867190212209,2722,18234,in,0,,intersection_in,vehicle,POINT (139.64893203362226 35.70867190212209),,895751911,,0.0,residential,,,,2722.0
1942,139.64889702477782,35.708430008156,2723,4444,out,0,,intersection_out,vehicle,POINT (139.64889702477782 35.708430008156),,895751912,,0.0,residential,,,,2723.0
1943,139.64889512018857,35.7084302015801,2723,4444,in,0,,intersection_in,vehicle,POINT (139.64889512018857 35.7084302015801),,895751912,,0.0,residential,,,,2723.0
1944,139.64889037800452,35.70842758131404,2723,4446,out,0,,intersection_out,vehicle,POINT (139.64889037800452 35.70842758131404),,895751912,,0.0,residential,,,,2723.0
1945,139.64890091394665,35.708425397625355,2723,4447,in,0,,intersection_in,vehicle,POINT (139.64890091394665 35.708425397625355),,895751912,,0.0,residential,,,,2723.0
1946,139.64862390327042,35.70848452555175,2724,4445,out,0,,intersection_out,vehicle,POINT (139.64862390327042 35.70848452555175),,1242551896,,0.0,residential,,,,2724.0
1947,139.64863440805613,35.70848223305911,2724,4446,in,0,,intersection_in,vehicle,POINT (139.64863440805613 35.70848223305911),,1242551896,,0.0,residential,,,,2724.0
1948,139.64862659744026,35.70847850250157,2724,9320,out,0,,intersection_out,vehicle,POINT (139.64862659744026 35.70847850250157),,1242551896,,0.0,residential,,,,2724.0
1949,139.6486284545676,35.70847810730395,2724,9320,in,0,,intersection_in,vehicle,POINT (139.6486284545676 35.70847810730395),,1242551896,,0.0,residential,,,,2724.0
1950,139.64900624538808,35.70840422227951,2725,4447,out,0,,intersection_out,vehicle,POINT (139.64900624538808 35.70840422227951),,895752482,,0.0,residential,,,,2725.0
1951,139.64901680541166,35.70840200759255,2725,4448,in,0,,intersection_in,vehicle,POINT (139.64901680541166 35.70840200759255),,895752482,,0.0,residential,,,,2725.0
1952,139.6490093973726,35.70839816818709,2725,9308,out,0,,intersection_out,vehicle,POINT (139.6490093973726 35.70839816818709),,895752482,,0.0,residential,,,,2725.0
1953,139.6490112867034,35.708397892651575,2725,9308,in,0,,intersection_in,vehicle,POINT (139.6490112867034 35.708397892651575),,895752482,,0.0,residential,,,,2725.0
1954,139.64934869117155,35.70832950451185,2726,4448,out,0,,intersection_out,vehicle,POINT (139.64934869117155 35.70832950451185),,1242551925,,0.0,residential,,,,2726.0
1955,139.64935920155597,35.70832717317359,2726,4449,in,0,,intersection_in,vehicle,POINT (139.64935920155597 35.70832717317359),,1242551925,,0.0,residential,,,,2726.0
1956,139.64935244931021,35.70832320958245,2726,9316,out,0,,intersection_out,vehicle,POINT (139.64935244931021 35.70832320958245),,1242551925,,0.0,residential,,,,2726.0
1957,139.64935436583264,35.7083231254721,2726,9316,in,0,,intersection_in,vehicle,POINT (139.64935436583264 35.7083231254721),,1242551925,,0.0,residential,,,,2726.0
1958,139.64970620922875,35.70824903578158,2727,4449,out,0,,intersection_out,vehicle,POINT (139.64970620922875 35.70824903578158),,1242551892,,0.0,unclassified,,,,2727.0
1959,139.64971296567361,35.70825137111654,2727,18782,out,0,,intersection_out,vehicle,POINT (139.64971296567361 35.70825137111654),,1242551892,,0.0,unclassified,,,,2727.0
1960,139.64971199645032,35.708242639691996,2727,19127,in,0,,intersection_in,vehicle,POINT (139.64971199645032 35.708242639691996),,1242551892,,0.0,unclassified,,,,2727.0
1961,139.64692109980876,35.70805576931692,2728,4450,out,0,,intersection_out,vehicle,POINT (139.64692109980876 35.70805576931692),,1244836365,,0.0,residential,,,,2728.0
1962,139.6469192248014,35.708056103628415,2728,4450,in,0,,intersection_in,vehicle,POINT (139.6469192248014 35.708056103628415),,1244836365,,0.0,residential,,,,2728.0
1963,139.64691685898805,35.70804744464608,2728,4452,out,0,,intersection_out,vehicle,POINT (139.64691685898805 35.70804744464608),,1244836365,,0.0,residential,,,,2728.0
1964,139.6469187306248,35.708047097998644,2728,4452,in,0,,intersection_in,vehicle,POINT (139.6469187306248 35.708047097998644),,1244836365,,0.0,residential,,,,2728.0
1965,139.64691375778597,35.70805302671747,2728,9609,out,0,,intersection_out,vehicle,POINT (139.64691375778597 35.70805302671747),,1244836365,,0.0,residential,,,,2728.0
1966,139.64691347564644,35.70805147833422,2728,9609,in,0,,intersection_in,vehicle,POINT (139.64691347564644 35.70805147833422),,1244836365,,0.0,residential,,,,2728.0
1967,139.6468589893916,35.70783986896101,2729,4451,out,0,,intersection_out,vehicle,POINT (139.6468589893916 35.70783986896101),,859765476,,0.0,residential,,,,2729.0
1968,139.6468608550247,35.7078395014313,2729,4451,in,0,,intersection_in,vehicle,POINT (139.6468608550247 35.7078395014313),,859765476,,0.0,residential,,,,2729.0
1969,139.64686334100392,35.70784815535485,2729,4452,out,0,,intersection_out,vehicle,POINT (139.64686334100392 35.70784815535485),,859765476,,0.0,residential,,,,2729.0
1970,139.64686146937163,35.707848502001546,2729,4452,in,0,,intersection_in,vehicle,POINT (139.64686146937163 35.707848502001546),,859765476,,0.0,residential,,,,2729.0
1971,139.64686631951608,35.70784230260013,2729,22292,out,0,,intersection_out,vehicle,POINT (139.64686631951608 35.70784230260013),,859765476,,0.0,residential,,,,2729.0
1972,139.64686672256218,35.707843833084084,2729,22292,in,0,,intersection_in,vehicle,POINT (139.64686672256218 35.707843833084084),,859765476,,0.0,residential,,,,2729.0
1973,139.6468281106037,35.707728931039576,2730,4451,out,0,,intersection_out,vehicle,POINT (139.6468281106037 35.707728931039576),,895754735,,0.0,residential,,,,2730.0
1974,139.64682624497308,35.70772929856883,2730,4451,in,0,,intersection_in,vehicle,POINT (139.64682624497308 35.70772929856883),,895754735,,0.0,residential,,,,2730.0
1975,139.64682339269297,35.707720783248504,2730,4926,out,0,,intersection_out,vehicle,POINT (139.64682339269297 35.707720783248504),,895754735,,0.0,residential,,,,2730.0
1976,139.6468252282911,35.707720326059594,2730,4926,in,0,,intersection_in,vehicle,POINT (139.6468252282911 35.707720326059594),,895754735,,0.0,residential,,,,2730.0
1977,139.64682050073398,35.709714385620984,2731,4477,out,0,,intersection_out,vehicle,POINT (139.64682050073398 35.709714385620984),,1244836381,,0.0,residential,,,,2731.0
1978,139.64681992158725,35.70971289319675,2731,4477,in,0,,intersection_in,vehicle,POINT (139.64681992158725 35.70971289319675),,1244836381,,0.0,residential,,,,2731.0
1979,139.64683050445663,35.70971057245954,2731,4482,out,0,,intersection_out,vehicle,POINT (139.64683050445663 35.70971057245954),,1244836381,,0.0,residential,,,,2731.0
1980,139.64683092106728,35.709712100526616,2731,4482,in,0,,intersection_in,vehicle,POINT (139.64683092106728 35.709712100526616),,1244836381,,0.0,residential,,,,2731.0
1981,139.64682623650097,35.70970784457437,2731,9292,in,0,,intersection_in,vehicle,POINT (139.64682623650097 35.70970784457437),,1244836381,,0.0,residential,,,,2731.0
1982,139.64682641479854,35.70971673071662,2731,9293,out,0,,intersection_out,vehicle,POINT (139.64682641479854 35.70971673071662),,1244836381,,0.0,residential,,,,2731.0
1983,139.64725589555707,35.70963502755907,2734,4482,out,0,,intersection_out,vehicle,POINT (139.64725589555707 35.70963502755907),,1244836375,,0.0,residential,,,,2734.0
1984,139.6472554789386,35.70963349949327,2734,4482,in,0,,intersection_in,vehicle,POINT (139.6472554789386 35.70963349949327),,1244836375,,0.0,residential,,,,2734.0
1985,139.6472661139388,35.70963159122431,2734,4474,out,0,,intersection_out,vehicle,POINT (139.6472661139388 35.70963159122431),,1244836375,,0.0,residential,,,,2734.0
1986,139.64726652210786,35.70963312080621,2734,4474,in,0,,intersection_in,vehicle,POINT (139.64726652210786 35.70963312080621),,1244836375,,0.0,residential,,,,2734.0
1987,139.64726238386186,35.70963766375835,2734,9646,out,0,,intersection_out,vehicle,POINT (139.64726238386186 35.70963766375835),,1244836375,,0.0,residential,,,,2734.0
1988,139.6472604704571,35.70963778661893,2734,9646,in,0,,intersection_in,vehicle,POINT (139.6472604704571 35.70963778661893),,1244836375,,0.0,residential,,,,2734.0
1989,139.64752126233986,35.709586191912365,2737,4461,out,0,,intersection_out,vehicle,POINT (139.64752126233986 35.709586191912365),,1244836419,,0.0,residential,,,,2737.0
1990,139.64752171526686,35.7095877130908,2737,4461,in,0,,intersection_in,vehicle,POINT (139.64752171526686 35.7095877130908),,1244836419,,0.0,residential,,,,2737.0
1991,139.64751108606902,35.709589708786496,2737,4474,out,0,,intersection_out,vehicle,POINT (139.64751108606902 35.709589708786496),,1244836419,,0.0,residential,,,,2737.0
1992,139.64751067789544,35.709588179205326,2737,4474,in,0,,intersection_in,vehicle,POINT (139.64751067789544 35.709588179205326),,1244836419,,0.0,residential,,,,2737.0
1993,139.64751342602963,35.70959189841999,2737,9651,out,0,,intersection_out,vehicle,POINT (139.64751342602963 35.70959189841999),,1244836419,,0.0,residential,,,,2737.0
1994,139.64751195851406,35.7095908895187,2737,9651,in,0,,intersection_in,vehicle,POINT (139.64751195851406 35.7095908895187),,1244836419,,0.0,residential,,,,2737.0
1995,139.64957571596483,35.7090326783345,2744,22091,out,0,,intersection_out,vehicle,POINT (139.64957571596483 35.7090326783345),,895755752,,0.0,service,,,,2744.0
1996,139.64957391976927,35.70903322995997,2744,22091,in,0,,intersection_in,vehicle,POINT (139.64957391976927 35.70903322995997),,895755752,,0.0,service,,,,2744.0
1997,139.6496041469648,35.709083760629625,2745,4487,out,0,,intersection_out,vehicle,POINT (139.6496041469648 35.709083760629625),,895756071,,0.0,service,,,,2745.0
1998,139.6496043022965,35.709085320885,2745,4487,in,0,,intersection_in,vehicle,POINT (139.6496043022965 35.709085320885),,895756071,,0.0,service,,,,2745.0
1999,139.64959389444536,35.70908697571213,2745,22092,out,0,,intersection_out,vehicle,POINT (139.64959389444536 35.70908697571213),,895756071,,0.0,service,,,,2745.0
2000,139.6495933198401,35.709085482120415,2745,22092,in,0,,intersection_in,vehicle,POINT (139.6495933198401 35.709085482120415),,895756071,,0.0,service,,,,2745.0
2001,139.6495959840323,35.70908102166601,2745,22091,out,0,,intersection_out,vehicle,POINT (139.6495959840323 35.70908102166601),,895756071,,0.0,service,,,,2745.0
2002,139.64959778022882,35.709080470040234,2745,22091,in,0,,intersection_in,vehicle,POINT (139.64959778022882 35.709080470040234),,895756071,,0.0,service,,,,2745.0
2003,139.64978975303845,35.70907303937894,2746,4487,out,0,,intersection_out,vehicle,POINT (139.64978975303845 35.70907303937894),,895756089,,0.0,residential,,,,2746.0
2004,139.64978959770315,35.70907147912373,2746,4487,in,0,,intersection_in,vehicle,POINT (139.64978959770315 35.70907147912373),,895756089,,0.0,residential,,,,2746.0
2005,139.64979673914766,35.70907620453751,2746,18778,out,0,,intersection_out,vehicle,POINT (139.64979673914766 35.70907620453751),,895756089,,0.0,residential,,,,2746.0
2006,139.6497957490462,35.70906742383111,2746,18779,in,0,,intersection_in,vehicle,POINT (139.6497957490462 35.70906742383111),,895756089,,0.0,residential,,,,2746.0
2007,139.6501499050719,35.70926699613107,2747,4489,out,0,,intersection_out,vehicle,POINT (139.6501499050719 35.70926699613107),,2340033878,,0.0,residential,,,,2747.0
2008,139.65014940695818,35.70926850788502,2747,4489,in,0,,intersection_in,vehicle,POINT (139.65014940695818 35.70926850788502),,2340033878,,0.0,residential,,,,2747.0
2009,139.65013907803828,35.70926781478534,2747,22089,out,0,,intersection_out,vehicle,POINT (139.65013907803828 35.70926781478534),,2340033878,,0.0,residential,,,,2747.0
2010,139.65013888957247,35.70926625695997,2747,22089,in,0,,intersection_in,vehicle,POINT (139.65013888957247 35.70926625695997),,2340033878,,0.0,residential,,,,2747.0
2011,139.6507844949143,35.70940770389793,2748,4489,out,0,,intersection_out,vehicle,POINT (139.6507844949143 35.70940770389793),,6084577280,,0.0,service,,,,2748.0
2012,139.65078499301706,35.70940619214114,2748,4489,in,0,,intersection_in,vehicle,POINT (139.65078499301706 35.70940619214114),,6084577280,,0.0,service,,,,2748.0
2013,139.6507908529644,35.709412553353545,2748,4490,out,0,,intersection_out,vehicle,POINT (139.6507908529644 35.709412553353545),,6084577280,,0.0,service,,,,2748.0
2014,139.6507889340101,35.70941252271801,2748,4490,in,0,,intersection_in,vehicle,POINT (139.6507889340101 35.70941252271801),,6084577280,,0.0,service,,,,2748.0
2015,139.65078794703533,35.70945364664645,2749,4490,out,0,,intersection_out,vehicle,POINT (139.65078794703533 35.70945364664645),,895756536,,0.0,primary,,,,2749.0
2016,139.65078986599056,35.70945367728203,2749,4490,in,0,,intersection_in,vehicle,POINT (139.65078986599056 35.70945367728203),,895756536,,0.0,primary,,,,2749.0
2017,139.6507839558569,35.70946026956784,2749,20287,out,0,,intersection_out,vehicle,POINT (139.6507839558569 35.70946026956784),,895756536,,0.0,primary,,,,2749.0
2018,139.65079432076993,35.70945830466702,2749,20293,in,0,,intersection_in,vehicle,POINT (139.65079432076993 35.70945830466702),,895756536,,0.0,primary,,,,2749.0
2019,139.64969025402374,35.70600089201123,2972,4910,out,0,,intersection_out,vehicle,POINT (139.64969025402374 35.70600089201123),,11526467877,,0.0,unclassified,,,,2972.0
2020,139.6496920328383,35.706001479774464,2972,4910,in,0,,intersection_in,vehicle,POINT (139.6496920328383 35.706001479774464),,11526467877,,0.0,unclassified,,,,2972.0
2021,139.64969041919727,35.70600967705401,2972,4911,out,0,,intersection_out,vehicle,POINT (139.64969041919727 35.70600967705401),,11526467877,,0.0,unclassified,,,,2972.0
2022,139.649688504201,35.70600978109152,2972,4911,in,0,,intersection_in,vehicle,POINT (139.649688504201 35.70600978109152),,11526467877,,0.0,unclassified,,,,2972.0
2023,139.64969544597676,35.705994607988856,2973,4910,out,0,,intersection_out,vehicle,POINT (139.64969544597676 35.705994607988856),,859765487,,0.0,unclassified,,,,2973.0
2024,139.64969366716232,35.70599402022567,2973,4910,in,0,,intersection_in,vehicle,POINT (139.64969366716232 35.70599402022567),,859765487,,0.0,unclassified,,,,2973.0
2025,139.6497005491984,35.70598704707805,2973,8678,out,0,,intersection_out,vehicle,POINT (139.6497005491984 35.70598704707805),,859765487,,0.0,unclassified,,,,2973.0
2026,139.6496957070644,35.705985751865434,2973,15659,in,0,,intersection_in,vehicle,POINT (139.6496957070644 35.705985751865434),,859765487,,0.0,unclassified,,,,2973.0
2027,139.64559502267934,35.70588260047187,2974,4921,out,0,,intersection_out,vehicle,POINT (139.64559502267934 35.70588260047187),,916612182,,0.0,residential,,,,2974.0
2028,139.64559429816325,35.70588115090799,2974,4921,in,0,,intersection_in,vehicle,POINT (139.64559429816325 35.70588115090799),,916612182,,0.0,residential,,,,2974.0
2029,139.64560414600658,35.705877523026,2974,4924,out,0,,intersection_out,vehicle,POINT (139.64560414600658 35.705877523026),,916612182,,0.0,residential,,,,2974.0
2030,139.6456050004187,35.70587892473701,2974,4924,in,0,,intersection_in,vehicle,POINT (139.6456050004187 35.70587892473701),,916612182,,0.0,residential,,,,2974.0
2031,139.64559605650334,35.70587681105196,2974,4927,out,0,,intersection_out,vehicle,POINT (139.64559605650334 35.70587681105196),,916612182,,0.0,residential,,,,2974.0
2032,139.64559769732514,35.70587599903108,2974,4927,in,0,,intersection_in,vehicle,POINT (139.64559769732514 35.70587599903108),,916612182,,0.0,residential,,,,2974.0
2033,139.64560334211401,35.70588358993673,2974,4947,out,0,,intersection_out,vehicle,POINT (139.64560334211401 35.70588358993673),,916612182,,0.0,residential,,,,2974.0
2034,139.64560170096087,35.70588440151224,2974,4947,in,0,,intersection_in,vehicle,POINT (139.64560170096087 35.70588440151224),,916612182,,0.0,residential,,,,2974.0
2035,139.64636427215635,35.70625887091698,2975,4917,out,0,,intersection_out,vehicle,POINT (139.64636427215635 35.70625887091698),,1235225167,,0.0,service,,,,2975.0
2036,139.64636257138582,35.70625959626548,2975,4917,in,0,,intersection_in,vehicle,POINT (139.64636257138582 35.70625959626548),,1235225167,,0.0,service,,,,2975.0
2037,139.6463574876828,35.70625175455412,2975,4918,out,0,,intersection_out,vehicle,POINT (139.6463574876828 35.70625175455412),,1235225167,,0.0,service,,,,2975.0
2038,139.64635918019428,35.70625101646616,2975,4918,in,0,,intersection_in,vehicle,POINT (139.64635918019428 35.70625101646616),,1235225167,,0.0,service,,,,2975.0
2039,139.6463566252694,35.706258156566705,2975,8676,out,0,,intersection_out,vehicle,POINT (139.6463566252694 35.706258156566705),,1235225167,,0.0,service,,,,2975.0
2040,139.6463556852136,35.70625679181019,2975,8676,in,0,,intersection_in,vehicle,POINT (139.6463556852136 35.70625679181019),,1235225167,,0.0,service,,,,2975.0
2041,139.64612111229124,35.70588784545232,2976,4918,out,0,,intersection_out,vehicle,POINT (139.64612111229124 35.70588784545232),,1235225162,,0.0,service,,,,2976.0
2042,139.64611941978546,35.705888583537096,2976,4918,in,0,,intersection_in,vehicle,POINT (139.64611941978546 35.705888583537096),,1235225162,,0.0,service,,,,2976.0
2043,139.64611353404274,35.705881338472715,2976,4919,out,0,,intersection_out,vehicle,POINT (139.64611353404274 35.705881338472715),,1235225162,,0.0,service,,,,2976.0
2044,139.64611502714195,35.70588035492828,2976,4919,in,0,,intersection_in,vehicle,POINT (139.64611502714195 35.70588035492828),,1235225162,,0.0,service,,,,2976.0
2045,139.6461134285701,35.705887159829494,2976,8704,out,0,,intersection_out,vehicle,POINT (139.6461134285701 35.705887159829494),,1235225162,,0.0,service,,,,2976.0
2046,139.64611248695266,35.70588579579138,2976,8704,in,0,,intersection_in,vehicle,POINT (139.64611248695266 35.70588579579138),,1235225162,,0.0,service,,,,2976.0
2047,139.64597056594403,35.70573446153218,2977,4919,out,0,,intersection_out,vehicle,POINT (139.64597056594403 35.70573446153218),,7084866969,,0.0,service,,,,2977.0
2048,139.64596907284587,35.705735445074865,2977,4919,in,0,,intersection_in,vehicle,POINT (139.64596907284587 35.705735445074865),,7084866969,,0.0,service,,,,2977.0
2049,139.64596195401336,35.7057341769879,2977,4924,out,0,,intersection_out,vehicle,POINT (139.64596195401336 35.7057341769879),,7084866969,,0.0,service,,,,2977.0
2050,139.64596109959635,35.70573277527928,2977,4924,in,0,,intersection_in,vehicle,POINT (139.64596109959635 35.70573277527928),,7084866969,,0.0,service,,,,2977.0
2051,139.64678070730108,35.707601416752375,2978,4926,out,0,,intersection_out,vehicle,POINT (139.64678070730108 35.707601416752375),,1242551905,,0.0,residential,,,,2978.0
2052,139.64677887170546,35.70760187394069,2978,4926,in,0,,intersection_in,vehicle,POINT (139.64677887170546 35.70760187394069),,1242551905,,0.0,residential,,,,2978.0
2053,139.6467755078276,35.707593463648784,2978,4942,out,0,,intersection_out,vehicle,POINT (139.6467755078276 35.707593463648784),,1242551905,,0.0,residential,,,,2978.0
2054,139.64677732085673,35.70759295004061,2978,4942,in,0,,intersection_in,vehicle,POINT (139.64677732085673 35.70759295004061),,1242551905,,0.0,residential,,,,2978.0
2055,139.64677312287782,35.707599180061834,2978,9305,out,0,,intersection_out,vehicle,POINT (139.64677312287782 35.707599180061834),,1242551905,,0.0,residential,,,,2978.0
2056,139.64677268261386,35.70759765641435,2978,9305,in,0,,intersection_in,vehicle,POINT (139.64677268261386 35.70759765641435),,1242551905,,0.0,residential,,,,2978.0
2057,139.64547524348384,35.705711388951606,2979,4927,out,0,,intersection_out,vehicle,POINT (139.64547524348384 35.705711388951606),,916612185,,0.0,residential,,,,2979.0
